pairs_per_task,trial,trigger_tasks,target_triggered,exact_decision,familywise_false_trigger,false_trigger_tasks
16,109,count,True,True,False,
16,110,count,True,True,False,
16,111,count,True,True,False,
16,112,count,True,True,False,
16,113,,False,False,False,
16,114,,False,False,False,
16,115,count,True,True,False,
16,116,count|shape,True,False,True,shape
16,117,,False,False,False,
16,118,,False,False,False,
16,119,,False,False,False,
16,120,count,True,True,False,
16,121,,False,False,False,
16,122,count,True,True,False,
16,123,count|shape,True,False,True,shape
16,124,,False,False,False,
16,125,count,True,True,False,
16,126,count,True,True,False,
16,127,count,True,True,False,
16,128,count,True,True,False,
16,129,count,True,True,False,
16,130,count,True,True,False,
16,131,shape,False,False,True,shape
16,132,count,True,True,False,
16,133,count,True,True,False,
16,134,,False,False,False,
16,135,count,True,True,False,
16,136,count,True,True,False,
16,137,,False,False,False,
16,138,count,True,True,False,
16,139,count,True,True,False,
16,140,count,True,True,False,
16,141,count,True,True,False,
16,142,count,True,True,False,
16,143,count,True,True,False,
16,144,,False,False,False,
16,145,count,True,True,False,
16,146,count,True,True,False,
16,147,count|shape,True,False,True,shape
16,148,count|coordinate,True,False,True,coordinate
16,149,count,True,True,False,
16,150,,False,False,False,
16,151,count,True,True,False,
16,152,count,True,True,False,
16,153,count,True,True,False,
16,154,count,True,True,False,
16,155,,False,False,False,
16,156,,False,False,False,
16,157,count,True,True,False,
16,158,count,True,True,False,
16,159,count,True,True,False,
16,160,count,True,True,False,
16,161,count,True,True,False,
16,162,,False,False,False,
16,163,,False,False,False,
16,164,count,True,True,False,
16,165,count,True,True,False,
16,166,count,True,True,False,
16,167,,False,False,False,
16,168,count,True,True,False,
16,169,count,True,True,False,
16,170,count,True,True,False,
16,171,count,True,True,False,
16,172,,False,False,False,
16,173,count,True,True,False,
16,174,count,True,True,False,
16,175,count,True,True,False,
16,176,count,True,True,False,
16,177,,False,False,False,
16,178,,False,False,False,
16,179,count,True,True,False,
16,180,count,True,True,False,
16,181,count,True,True,False,
16,182,count,True,True,False,
16,183,count,True,True,False,
16,184,count,True,True,False,
16,185,count|shape,True,False,True,shape
16,186,coordinate|count,True,False,True,coordinate
16,187,,False,False,False,
16,188,count,True,True,False,
16,189,count,True,True,False,
16,190,count,True,True,False,
16,191,count,True,True,False,
16,192,,False,False,False,
16,193,,False,False,False,
16,194,count,True,True,False,
16,195,count,True,True,False,
16,196,count,True,True,False,
16,197,count,True,True,False,
16,198,,False,False,False,
16,199,,False,False,False,
25,0,count,True,True,False,
25,1,count,True,True,False,
25,2,count|shape,True,False,True,shape
25,3,count,True,True,False,
25,4,count,True,True,False,
25,5,count,True,True,False,
25,6,count,True,True,False,
25,7,count,True,True,False,
25,8,count,True,True,False,
25,9,count,True,True,False,
25,10,count,True,True,False,
25,11,count,True,True,False,
25,12,count,True,True,False,
25,13,count,True,True,False,
25,14,count,True,True,False,
25,15,count,True,True,False,
25,16,count,True,True,False,
25,17,count,True,True,False,
25,18,count,True,True,False,
25,19,count,True,True,False,
25,20,count,True,True,False,
25,21,count,True,True,False,
25,22,count,True,True,False,
25,23,count,True,True,False,
25,24,count,True,True,False,
25,25,count,True,True,False,
25,26,count,True,True,False,
25,27,count,True,True,False,
25,28,count,True,True,False,
25,29,count,True,True,False,
25,30,count,True,True,False,
25,31,count,True,True,False,
25,32,count,True,True,False,
25,33,count,True,True,False,
25,34,count,True,True,False,
25,35,count,True,True,False,
25,36,count,True,True,False,
25,37,count,True,True,False,
25,38,count,True,True,False,
25,39,count,True,True,False,
25,40,count,True,True,False,
25,41,count,True,True,False,
25,42,count,True,True,False,
25,43,count,True,True,False,
25,44,count,True,True,False,
25,45,count,True,True,False,
25,46,count,True,True,False,
25,47,count,True,True,False,
25,48,count,True,True,False,
25,49,count,True,True,False,
25,50,count,True,True,False,
25,51,count,True,True,False,
25,52,count,True,True,False,
25,53,count|shape,True,False,True,shape
25,54,count,True,True,False,
25,55,count,True,True,False,
25,56,count,True,True,False,
25,57,count,True,True,False,
25,58,count,True,True,False,
25,59,count,True,True,False,
25,60,count,True,True,False,
25,61,count,True,True,False,
25,62,count,True,True,False,
25,63,count,True,True,False,
25,64,count,True,True,False,
25,65,count,True,True,False,
25,66,count,True,True,False,
25,67,count,True,True,False,
25,68,count,True,True,False,
25,69,count,True,True,False,
25,70,count,True,True,False,
25,71,,False,False,False,
25,72,count,True,True,False,
25,73,count,True,True,False,
25,74,count,True,True,False,
25,75,count,True,True,False,
25,76,count,True,True,False,
25,77,count,True,True,False,
25,78,count,True,True,False,
25,79,count,True,True,False,
25,80,count,True,True,False,
25,81,count,True,True,False,
25,82,count,True,True,False,
25,83,count,True,True,False,
25,84,count,True,True,False,
25,85,count,True,True,False,
25,86,count,True,True,False,
25,87,count,True,True,False,
25,88,count,True,True,False,
25,89,count,True,True,False,
25,90,count,True,True,False,
25,91,count,True,True,False,
25,92,count,True,True,False,
25,93,count,True,True,False,
25,94,count,True,True,False,
25,95,count,True,True,False,
25,96,count,True,True,False,
25,97,count,True,True,False,
25,98,count,True,True,False,
25,99,count,True,True,False,
25,100,count|shape,True,False,True,shape
25,101,count,True,True,False,
25,102,count,True,True,False,
25,103,count,True,True,False,
25,104,count|shape,True,False,True,shape
25,105,count,True,True,False,
25,106,count,True,True,False,
25,107,count,True,True,False,
25,108,count,True,True,False,
25,109,count,True,True,False,
25,110,count,True,True,False,
25,111,,False,False,False,
25,112,count,True,True,False,
25,113,count,True,True,False,
25,114,,False,False,False,
25,115,count|shape,True,False,True,shape
25,116,count,True,True,False,
25,117,count,True,True,False,
25,118,count,True,True,False,
25,119,count|shape,True,False,True,shape
25,120,count,True,True,False,
25,121,count,True,True,False,
25,122,count,True,True,False,
25,123,count,True,True,False,
25,124,,False,False,False,
25,125,count,True,True,False,
25,126,count,True,True,False,
25,127,count,True,True,False,
25,128,count,True,True,False,
25,129,count,True,True,False,
25,130,count,True,True,False,
25,131,count|shape,True,False,True,shape
25,132,count,True,True,False,
25,133,count,True,True,False,
25,134,count,True,True,False,
25,135,count,True,True,False,
25,136,count,True,True,False,
25,137,count,True,True,False,
25,138,count,True,True,False,
25,139,count,True,True,False,
25,140,count,True,True,False,
25,141,count,True,True,False,
25,142,count,True,True,False,
25,143,count,True,True,False,
25,144,count,True,True,False,
25,145,count,True,True,False,
25,146,count,True,True,False,
25,147,count,True,True,False,
25,148,count,True,True,False,
25,149,count,True,True,False,
25,150,count,True,True,False,
25,151,count,True,True,False,
25,152,count,True,True,False,
25,153,count,True,True,False,
25,154,count,True,True,False,
25,155,count,True,True,False,
25,156,count,True,True,False,
25,157,count,True,True,False,
25,158,,False,False,False,
25,159,count,True,True,False,
25,160,count,True,True,False,
25,161,count,True,True,False,
25,162,count,True,True,False,
25,163,count,True,True,False,
25,164,count|shape,True,False,True,shape
25,165,count,True,True,False,
25,166,count,True,True,False,
25,167,count,True,True,False,
25,168,count,True,True,False,
25,169,count,True,True,False,
25,170,count,True,True,False,
25,171,count,True,True,False,
25,172,count,True,True,False,
25,173,count,True,True,False,
25,174,count,True,True,False,
25,175,count,True,True,False,
25,176,count,True,True,False,
25,177,count,True,True,False,
25,178,count,True,True,False,
25,179,count,True,True,False,
25,180,count,True,True,False,
25,181,count,True,True,False,
25,182,count,True,True,False,
25,183,count,True,True,False,
25,184,count,True,True,False,
25,185,count,True,True,False,
25,186,count,True,True,False,
25,187,count,True,True,False,
25,188,count,True,True,False,
25,189,count,True,True,False,
25,190,count,True,True,False,
25,191,count,True,True,False,
25,192,count,True,True,False,
25,193,count,True,True,False,
25,194,count,True,True,False,
25,195,count,True,True,False,
25,196,count,True,True,False,
25,197,count,True,True,False,
25,198,count,True,True,False,
25,199,count,True,True,False,
50,0,count,True,True,False,
50,1,count,True,True,False,
50,2,count,True,True,False,
50,3,count,True,True,False,
50,4,count|shape,True,False,True,shape
50,5,count,True,True,False,
50,6,count,True,True,False,
50,7,count,True,True,False,
50,8,count|shape,True,False,True,shape
50,9,count,True,True,False,
50,10,count,True,True,False,
50,11,count,True,True,False,
50,12,count,True,True,False,
50,13,count,True,True,False,
50,14,count|shape,True,False,True,shape
50,15,count,True,True,False,
50,16,count,True,True,False,
50,17,count,True,True,False,
50,18,count,True,True,False,
50,19,count,True,True,False,
50,20,count,True,True,False,
50,21,count,True,True,False,
50,22,count,True,True,False,
50,23,count,True,True,False,
50,24,count,True,True,False,
50,25,count,True,True,False,
50,26,count,True,True,False,
50,27,count,True,True,False,
50,28,count,True,True,False,
50,29,count,True,True,False,
50,30,count,True,True,False,
50,31,count,True,True,False,
50,32,count,True,True,False,
50,33,count,True,True,False,
50,34,count,True,True,False,
50,35,count,True,True,False,
50,36,count,True,True,False,
50,37,count,True,True,False,
50,38,count,True,True,False,
50,39,count,True,True,False,
50,40,count,True,True,False,
50,41,count,True,True,False,
50,42,count,True,True,False,
50,43,count,True,True,False,
50,44,count|shape,True,False,True,shape
50,45,count,True,True,False,
50,46,count,True,True,False,
50,47,count|shape,True,False,True,shape
50,48,count,True,True,False,
50,49,count,True,True,False,
50,50,count,True,True,False,
50,51,count,True,True,False,
50,52,count,True,True,False,
50,53,count,True,True,False,
50,54,count,True,True,False,
50,55,count,True,True,False,
50,56,count,True,True,False,
50,57,count,True,True,False,
50,58,count|shape,True,False,True,shape
50,59,count,True,True,False,
50,60,count,True,True,False,
50,61,count,True,True,False,
50,62,count,True,True,False,
50,63,count,True,True,False,
50,64,count,True,True,False,
50,65,count,True,True,False,
50,66,count,True,True,False,
50,67,count,True,True,False,
50,68,count,True,True,False,
50,69,count,True,True,False,
50,70,count,True,True,False,
50,71,count,True,True,False,
50,72,count,True,True,False,
50,73,count,True,True,False,
50,74,count,True,True,False,
50,75,count,True,True,False,
50,76,count,True,True,False,
50,77,count,True,True,False,
50,78,count,True,True,False,
50,79,count,True,True,False,
50,80,count,True,True,False,
50,81,count,True,True,False,
50,82,count,True,True,False,
50,83,count,True,True,False,
50,84,count,True,True,False,
50,85,count,True,True,False,
50,86,count,True,True,False,
50,87,count,True,True,False,
50,88,count,True,True,False,
50,89,count,True,True,False,
50,90,count,True,True,False,
50,91,count,True,True,False,
50,92,count,True,True,False,
50,93,count,True,True,False,
50,94,count,True,True,False,
50,95,count,True,True,False,
50,96,count,True,True,False,
50,97,count,True,True,False,
50,98,count,True,True,False,
50,99,count,True,True,False,
50,100,count,True,True,False,
50,101,count,True,True,False,
50,102,count,True,True,False,
50,103,count,True,True,False,
50,104,count,True,True,False,
50,105,count,True,True,False,
50,106,count,True,True,False,
50,107,count,True,True,False,
50,108,count,True,True,False,
50,109,count,True,True,False,
50,110,count,True,True,False,
50,111,count,True,True,False,
50,112,count,True,True,False,
50,113,count,True,True,False,
50,114,count,True,True,False,
50,115,count,True,True,False,
50,116,count,True,True,False,
50,117,count,True,True,False,
50,118,count,True,True,False,
50,119,count,True,True,False,
50,120,count,True,True,False,
50,121,count,True,True,False,
50,122,count,True,True,False,
50,123,count,True,True,False,
50,124,count,True,True,False,
50,125,count,True,True,False,
50,126,count,True,True,False,
50,127,count,True,True,False,
50,128,count,True,True,False,
50,129,count,True,True,False,
50,130,count,True,True,False,
50,131,count,True,True,False,
50,132,count,True,True,False,
50,133,count,True,True,False,
50,134,count,True,True,False,
50,135,count,True,True,False,
50,136,count,True,True,False,
50,137,count,True,True,False,
50,138,count,True,True,False,
50,139,count,True,True,False,
50,140,count,True,True,False,
50,141,count,True,True,False,
50,142,count,True,True,False,
50,143,count,True,True,False,
50,144,count,True,True,False,
50,145,count,True,True,False,
50,146,count,True,True,False,
50,147,count,True,True,False,
50,148,count,True,True,False,
50,149,count,True,True,False,
50,150,count,True,True,False,
50,151,count,True,True,False,
50,152,count|shape,True,False,True,shape
50,153,count,True,True,False,
50,154,count,True,True,False,
50,155,count,True,True,False,
50,156,count,True,True,False,
50,157,count,True,True,False,
50,158,count,True,True,False,
50,159,count,True,True,False,
50,160,count,True,True,False,
50,161,count,True,True,False,
50,162,count,True,True,False,
50,163,count,True,True,False,
50,164,count,True,True,False,
50,165,count,True,True,False,
50,166,count,True,True,False,
50,167,count,True,True,False,
50,168,count,True,True,False,
50,169,count,True,True,False,
50,170,count,True,True,False,
50,171,count,True,True,False,
50,172,count,True,True,False,
50,173,count,True,True,False,
50,174,count,True,True,False,
50,175,count,True,True,False,
50,176,count,True,True,False,
50,177,count,True,True,False,
50,178,count,True,True,False,
50,179,count,True,True,False,
50,180,count,True,True,False,
50,181,count,True,True,False,
50,182,count,True,True,False,
50,183,count,True,True,False,
50,184,count,True,True,False,
50,185,count,True,True,False,
50,186,count,True,True,False,
50,187,count,True,True,False,
50,188,count,True,True,False,
50,189,count,True,True,False,
50,190,count,True,True,False,
50,191,count,True,True,False,
50,192,count,True,True,False,
50,193,count,True,True,False,
50,194,count,True,True,False,
50,195,count,True,True,False,
50,196,count,True,True,False,
50,197,count,True,True,False,
50,198,count,True,True,False,
50,199,count,True,True,False,
100,0,count,True,True,False,
100,1,count,True,True,False,
100,2,count,True,True,False,
100,3,count,True,True,False,
100,4,count,True,True,False,
100,5,count,True,True,False,
100,6,count,True,True,False,
100,7,count,True,True,False,
100,8,count,True,True,False,
100,9,count,True,True,False,
100,10,count,True,True,False,
100,11,count,True,True,False,
100,12,count,True,True,False,
100,13,count,True,True,False,
100,14,count,True,True,False,
100,15,count,True,True,False,
100,16,count,True,True,False,
100,17,count,True,True,False,
100,18,count,True,True,False,
100,19,count,True,True,False,
100,20,count,True,True,False,
100,21,count,True,True,False,
100,22,count,True,True,False,
100,23,count,True,True,False,
100,24,count,True,True,False,
100,25,count,True,True,False,
100,26,count,True,True,False,
100,27,count,True,True,False,
100,28,count,True,True,False,
100,29,count,True,True,False,
100,30,count,True,True,False,
100,31,count,True,True,False,
100,32,count,True,True,False,
100,33,count,True,True,False,
100,34,count,True,True,False,
100,35,count,True,True,False,
100,36,count,True,True,False,
100,37,count,True,True,False,
100,38,count,True,True,False,
100,39,count,True,True,False,
100,40,count,True,True,False,
100,41,count,True,True,False,
100,42,count,True,True,False,
100,43,count,True,True,False,
100,44,count,True,True,False,
100,45,count,True,True,False,
100,46,count,True,True,False,
100,47,count,True,True,False,
100,48,count,True,True,False,
100,49,count,True,True,False,
100,50,count,True,True,False,
100,51,count,True,True,False,
100,52,count,True,True,False,
100,53,count,True,True,False,
100,54,count,True,True,False,
100,55,count,True,True,False,
100,56,count,True,True,False,
100,57,count,True,True,False,
100,58,count,True,True,False,
100,59,count,True,True,False,
100,60,count,True,True,False,
100,61,count,True,True,False,
100,62,count,True,True,False,
100,63,count,True,True,False,
100,64,count,True,True,False,
100,65,count,True,True,False,
100,66,count,True,True,False,
100,67,count,True,True,False,
100,68,count,True,True,False,
100,69,count,True,True,False,
100,70,count,True,True,False,
100,71,count,True,True,False,
100,72,count,True,True,False,
100,73,count,True,True,False,
100,74,count,True,True,False,
100,75,count,True,True,False,
100,76,count,True,True,False,
100,77,count,True,True,False,
100,78,count,True,True,False,
100,79,count,True,True,False,
100,80,count,True,True,False,
100,81,count,True,True,False,
100,82,count,True,True,False,
100,83,count,True,True,False,
100,84,count,True,True,False,
100,85,count,True,True,False,
100,86,count,True,True,False,
100,87,count,True,True,False,
100,88,count,True,True,False,
100,89,count,True,True,False,
100,90,count,True,True,False,
100,91,count,True,True,False,
100,92,count,True,True,False,
100,93,count,True,True,False,
100,94,count,True,True,False,
100,95,count,True,True,False,
100,96,count,True,True,False,
100,97,count,True,True,False,
100,98,count,True,True,False,
100,99,count,True,True,False,
100,100,count,True,True,False,
100,101,count,True,True,False,
100,102,count,True,True,False,
100,103,count,True,True,False,
100,104,count,True,True,False,
100,105,count,True,True,False,
100,106,count,True,True,False,
100,107,count,True,True,False,
100,108,count,True,True,False,
100,109,count,True,True,False,
100,110,count,True,True,False,
100,111,count,True,True,False,
100,112,count,True,True,False,
100,113,count,True,True,False,
100,114,count,True,True,False,
100,115,count,True,True,False,
100,116,count,True,True,False,
100,117,count,True,True,False,
100,118,count,True,True,False,
100,119,count,True,True,False,
100,120,count,True,True,False,
100,121,count,True,True,False,
100,122,count,True,True,False,
100,123,count,True,True,False,
100,124,count,True,True,False,
100,125,count,True,True,False,
100,126,count,True,True,False,
100,127,count,True,True,False,
100,128,count,True,True,False,
100,129,count,True,True,False,
100,130,count,True,True,False,
100,131,count,True,True,False,
100,132,count,True,True,False,
100,133,count,True,True,False,
100,134,count,True,True,False,
100,135,count,True,True,False,
100,136,count,True,True,False,
100,137,count,True,True,False,
100,138,count,True,True,False,
100,139,count,True,True,False,
100,140,count,True,True,False,
100,141,count,True,True,False,
100,142,count,True,True,False,
100,143,count,True,True,False,
100,144,count,True,True,False,
100,145,count,True,True,False,
100,146,count,True,True,False,
100,147,count,True,True,False,
100,148,count,True,True,False,
100,149,count,True,True,False,
100,150,count,True,True,False,
100,151,count,True,True,False,
100,152,count,True,True,False,
100,153,count,True,True,False,
100,154,count,True,True,False,
100,155,count,True,True,False,
100,156,count,True,True,False,
100,157,count,True,True,False,
100,158,count,True,True,False,
100,159,count,True,True,False,
100,160,count,True,True,False,
100,161,count,True,True,False,
100,162,count,True,True,False,
100,163,count,True,True,False,
100,164,count,True,True,False,
100,165,count,True,True,False,
100,166,count,True,True,False,
100,167,count,True,True,False,
100,168,count,True,True,False,
100,169,count,True,True,False,
100,170,count,True,True,False,
100,171,count,True,True,False,
100,172,count,True,True,False,
100,173,count,True,True,False,
100,174,count,True,True,False,
100,175,count,True,True,False,
100,176,count,True,True,False,
100,177,count,True,True,False,
100,178,count,True,True,False,
100,179,count,True,True,False,
100,180,count,True,True,False,
100,181,count,True,True,False,
100,182,count,True,True,False,
100,183,count,True,True,False,
100,184,count,True,True,False,
100,185,count,True,True,False,
100,186,count,True,True,False,
100,187,count,True,True,False,
100,188,count,True,True,False,
100,189,count,True,True,False,
100,190,count,True,True,False,
100,191,count,True,True,False,
100,192,count,True,True,False,
100,193,count,True,True,False,
100,194,count,True,True,False,
100,195,count,True,True,False,
100,196,count,True,True,False,
100,197,count,True,True,False,
100,198,count,True,True,False,
100,199,count,True,True,False,
